Unnamed: 0,Image,Question_2,Answer_2,Question_3,Answer_3,Question_4,Answer_4,Question_5,Answer_5,Question_6,Answer_6,Answer_1
4745,0d4729db489c3aa,What color is the first pile of chips?,orange,Where is the first pile of chips located?,located at,What color is the second pile of chips?,red,What color is the third pile of chips?,yellow,Are the chips touching each other??,touching,chip
4746,34e22a920ff7d73,Is the chip partially submerged in the dip?,submerged,What is the texture of the dip?,creamy,What is the chip placed in?,bowl,What color is the chip?,purple,Where are the chips located??,on the left,chip
4747,1faa48e9bb222fc,What color are the chips?,brown,What type of food is shown in the image?,chips,Where are the chips placed?,on a Stick,What herb is visible on the plate?,cilantro,How are the chips organized on the plate??,arranged,chip
4748,820cf81211598d5,What is the primary color of the baked tortilla chips?,golden-yellow,What type of food is shown in the image?,chips,What color is the plate the chips are on?,white,How are the chips arranged on the plate?,scattered,Where are the chips placed on the plate??,on top of,chip
4749,223918bd1c35b35,What shape are the chips?,triangular,What type of food is shown in the image?,chips,What color are most of the chips?,yellow,Where are the chips located in the image?,in the center,What is holding the chips??,basket,chip
4750,8a0e6662cb9ad12,What do the plantain chips do around the bowl?,encircle,What color is the bowl in the center of the image?,white,What type of food is shown in the image?,chips,What shape are the plantain chips?,round,What is the position of the bowl in the image??,of the image,chip
4751,c342fb8220aaa86,What flavor are the potato chips?,vinegar,What color are the potato chips primarily?,tan,How are the potato chips arranged in the basket?,piled,What food item is shown in the image?,chips,Where are the potato chips placed within the basket??,within a light brown woven basket,chip
4752,bef2210b1281752,What color are the potato chips?,light,What type of food is shown in the image?,chips,What color are the edges of the potato chips?,yellow,Where are the potato chips placed?,on a plate,What shape do the potato chips have??,wavy,chip
4753,6820bd03e0c2150,What is the color of the nori chips?,dark green,What type of food is shown in the image?,nori chips,What shape do the nori chips have?,rectangular,What is the lighter shade of the nori chips?,grayish-green,Where are the nori chips spread??,across the frame,chip
4754,b8dc6d2d7ed78b5,What color are the chips?,golden,What type of food is shown in the image?,chips,What color is the plate?,blue,How are the chips arranged on the plate?,overlapping,Where are the chips placed in relation to each other??,on top of,chip
4755,64fdf6f31e83ec8,What color are the kale chips?,green,What type of food are the green items in the bowl?,chips,What color is the bowl?,white,What sauce is visible in the image?,Sriracha,Where is the Sriracha sauce located??,behind the bowl,chip
4756,7009dc6599c9852,What are the circular slices made of?,apple chips,What color are the apple chips?,tan,Where are the apple chips placed?,on a baking rack,What spice is likely dusted on the apple chips?,cinnamon,What shape are the apple chips??,circular,chip
4757,c8bc5fb134161c6,What color are most of the banana chips in the image?,yellow,What are the banana slices in the image called?,chips,How are the banana chips arranged in the image?,scattered,What fruit are the chips in the image made from?,banana,Where are the darker spots visible on the banana chips??,on some,chip
4758,e471587f310bcf5,What type of vegetable are the chips made from?,taro,What color are the striations and speckles on the chips?,red-purple,How are the chips arranged on the baking sheet?,scattered,Where are the chips placed?,across a dark,What are the elongated pieces of food called??,chips,chip
4759,893cef9600b6cd8,What is the primary color of the beet chips?,purple-red,What is the shape of the dehydrated beets?,chips,How are the beet chips positioned on the surface?,arranged,What color is the surface the beet chips are placed on?,white,Where are the beet chips placed??,on a white surface,chip
4760,50a83c27617d4d7,What shade of green are the kale chips?,dark,How are the kale chips arranged on the plate?,piled,What type of chips are shown in the image?,kale chips,What color is the plate?,white,Where are the kale chips placed??,on a plate,chip
4761,34dc50fc65d3eb5,Where are the kale chips located on the plate?,located,What vegetable is used to make the chips?,kale,What color is the plate?,white,What color are the kale chips?,green,Where are the kale chips placed??,on a plate,chip
4762,27585af3c75cc6f,How are the chips arranged in the bowl?,piled,What type of food is shown in the image?,chips,What color is the bowl containing the chips?,white,What color are most of the Brussels sprout chips?,green,Where are the scattered chips located??,on the surface,chip
4763,b231a055711562f,Where are the chips located?,located,What type of food is shown in the image?,chips,What color is the paper bag?,brown,What color are some of the chips?,yellow,Where are the chips positioned in the image??,in the center,chip
4764,94f07e1d826c9d6,What color are the cinnamon chips in the image?,brown,What food item is featured in the image?,chips,How are the cinnamon chips arranged in the image?,pile,What does the single cinnamon chip do in the image?,sits,Where are the cinnamon chips positioned in the image??,on a light tan surface,chip
4765,6082f75248eea3f,What is the predominant color of the chips?,light,What type of food is shown in the image?,chips,What color are the darker patches on the chips?,brown,Where are the chips placed?,on plate,What process likely caused the darker patches on the chips??,caramelization,chip
4766,79eb7ec58ab7d03,What color are the dandelion chips?,dark green,Where are the chips piled?,piled on top,What is the main food item in the image?,chips,What part of the image do the chips fill?,filling,What do some of the chips have on their surface??,glossy,chip
4767,add4a9b52fcf743,What is the shape of the pita chips?,circular,What type of chips are shown in the image?,pita chips,What color is the surface the pita chips are on?,white,What is the base color of the pita chips?,golden-brown,Where are the triangle-shaped pieces sliced into??,into,chip
4768,47be8f81c88ee14,How are the chips arranged in the image?,scattered,What type of food is shown in the image?,chips,What color are some of the chips?,green,What color do some of the chips display?,golden-yellow,Where are most of the chips located in the frame??,towards the central region,chip
4769,b79a138302af632,What color is the main body of the cake?,dark,What is the shape of the cake?,cake,What color is the cocoa powder on top of the cake?,reddish-brown,What is the cake made of?,of,What is the texture of the cake??,chocolatey,chocolate
4770,e5cc3ad4c863865,Where is the chocolate fondue located?,located,What color is the pot containing the fondue?,white,What color is the chocolate?,brown,What is one of the foods partially submerged in the chocolate?,marshmallow,Where is the marshmallow located??,in the center,chocolate
4771,05c9906b7d13f12,What pattern is seen on the chocolates?,swirled,What is the predominant color of the chocolates?,tan,How many pieces of chocolate are shown in the image?,many,What shape are the chocolates cut into?,rectangular,What material are the chocolates wrapped in??,in clear plastic,chocolate
4772,ad659d7b14f3141,What color is the marshmallow topping on the cookies?,white,What type of dessert is shown in the image?,cookies,What is the color of the cookie base?,chocolate,What shade is the chocolate cookie base?,dark brown,Where are the cookies placed??,on a white plate,chocolate
4773,0f45ead135cb68e,What type of dish is the dessert served in?,dessert,What is the appearance of the glass dish?,clear,What type of fruit is on top of the dessert?,raspberries,How are the white chocolate chips arranged around the dish?,scattered,Where are the white chocolate chips placed??,on a metallic surface,chocolate
4775,98c3de5654c2b61,What does the hot chocolate fill?,fills,What type of hot chocolate is described?,Mexican,What color is the mug?,white,What color is the whipped cream?,cream,Where are the brown spots located??,in the whipped cream,chocolate
4776,893f0cc58555dad,What is the temperature of the drink?,hot,What is the material of the mug?,transparent,What color is the liquid beneath the froth?,brown,What is on top of the frothy surface?,sprinkled,Where is the mug placed in the image??,in the glass,chocolate
4777,40ead3152c3561f,What is the shade of the hot chocolate?,brown,What is the main flavor of the hot chocolate?,chocolate,What does the hot chocolate fill?,fills,What is the color of the mug?,mug,What is in the clear jar to the left of the mug??,of white sugar,chocolate
4778,19152d394d56652,What color is the chocolate filling?,chocolate,What color are the pastry layers?,brown,What do the pastry layers resemble?,clouds,What color is the powdered sugar?,golden-brown,Where are the chocolate clouds positioned??,on top of,chocolate
