Image,Question,Answer,predicted_answer,gpt_score
47a6475103a994d,Where is the cooler placed,on the colorful surface,on the left,0.5
47a6475103a994d,What does the cooler fill,orange juice,on the left,0.5
47a6475103a994d,Where is the straw inserted,into the cooler,into the frappuccino,0.5
56070b0625b083c,What color is the majority of the corn,yellow,brown,0.5
56070b0625b083c,Is the corn yellow,yes,scattered,0.5
56070b0625b083c,Where is the corn located on the plate,across the majority of,on the cob,0.5
56070b0625b083c,What is the corn topped with,melted and browned cheese,topped with,0.5
56070b0625b083c,What color is the larger piece on top of the corn,brownish-orange,in the background,0.5
dc8b523f5e54193,What is the color of the caramel corn,light,inside a tin,0.5
dc8b523f5e54193,What shade is the caramel corn,golden-brown,light-brown,0.5
dc8b523f5e54193,What are the bowls made of,glass,glass bowls,0.5
dc8b523f5e54193,Where is the second bowl located,on the top-left,in the upper left corner,0.5
5cc4c378f4527c4,What color are the corn kernels in the salad,yellow,yellow,0.5
5cc4c378f4527c4,What is the main ingredient in the salad,corn,lentils,0.5
5cc4c378f4527c4,How are the ingredients in the salad prepared,mixed,mixed,0.5
5cc4c378f4527c4,What color are the diced bell peppers in the salad,red,red,0.5
7a46895d46f89e7,What color are the black beans,brown,black,0.5
7a46895d46f89e7,What type of food are used in the dish,beans,vegetables,0.5
7a46895d46f89e7,What color are the pieces of bell pepper,red,red,0.5
7a46895d46f89e7,Where is the wooden spoon located,on the right,on the top,0.5
1e791e94ce68a17,What color is the bowl,white,dark brown,0.5
1e791e94ce68a17,How are the corn kernels arranged in the bowl,scattered,packed,0.5
1e791e94ce68a17,What color are the corn kernels,yellow,yellow,0.5
1e791e94ce68a17,Where are the red tomato slices,in a bowl,on the top of bacon,0.5
1e791e94ce68a17,Where are the purple onion pieces mostly located,in a bowl,in color,0.5
a9321bba4920843,What color is the cornbread,golden-yellow,golden-yellow,0.5
a9321bba4920843,What type of bread is shown in the image,cornbread,lefse,0.5
a9321bba4920843,What color is the cast iron pan,black,black,0.5
a9321bba4920843,How does the texture of the cornbread appear,coarse,crumbly,0.5
cc61c4260366898,What color is the cornbread,golden,golden-yellow,0.5
cc61c4260366898,What type of bread is shown in the image,cornbread,lefse,0.5
cc61c4260366898,What color is the plate used for serving the cornbread,white,blue,0.5
cc61c4260366898,Where is the parsley placed in relation to the cornbread stack,on a plate,on top of,0.5
a264b1ee256e419,What are the green specks in the cornbread embedded with,cornbread,within the base,0.5
a264b1ee256e419,What type of bread is shown in the image,cornbread,lefse,0.5
a264b1ee256e419,What color are the scattered pieces of broccoli,green,green,0.5
a264b1ee256e419,Where is the smaller piece of cornbread positioned in the image,on the top-left,located on,0.5
01c000a5e0c2720,What type of cheese is in the bowl,cottage cheese,cheese,0.5
01c000a5e0c2720,What color is the bowl,white,dark brown,0.5
01c000a5e0c2720,What color are the bananas,yellow,brown,0.5
01c000a5e0c2720,Where are the bananas placed in relation to the cottage cheese,around the cottage cheese,towards the center,0.5
6ff9ae19b3eed61,What is the main protein in the dish,chicken,chicken,0.5
6ff9ae19b3eed61,Where is the chicken located in the image,on the pan,on the left plate,0.5
6ff9ae19b3eed61,What vegetable is mixed with the cottage cheese,spinach,white,0.5
6ff9ae19b3eed61,What color is the cottage cheese,white,white,0.5
6ff9ae19b3eed61,Where is the chicken located in relation to the spinach and cottage cheese mixture,in the foreground,with orange,0.5
d980f97dbe2a1e9,What color is the couscous,yellow,brown,0.5
d980f97dbe2a1e9,What type of grain is in the bowl,couscous,farro,0.5
d980f97dbe2a1e9,What color is the bowl,white,dark brown,0.5
d980f97dbe2a1e9,What color are the herbs in the couscous,green,brown,0.5
d980f97dbe2a1e9,Where are the lemon wedges placed,on top of,on top of,0.5
191f4793a5b5caa,What color is the Israeli Couscous,tan,brown,0.5
191f4793a5b5caa,What is the couscous filling in the image,filling,brown,0.5
191f4793a5b5caa,What type of grain is shown in the image,couscous,quinoa,0.5
191f4793a5b5caa,What color is the bowl containing the couscous,white,brown,0.5
191f4793a5b5caa,What texture does the sauce coating the couscous appear to have,creamy,sandy,0.5
df3bd933b12e81f,What is the color of the couscous in the dish,tan,light,0.5
df3bd933b12e81f,What is the main grain used in the dish,couscous,rice,0.5
df3bd933b12e81f,What color are the chunks of tomatoes mixed within the couscous,red,couscous,0.5
df3bd933b12e81f,What color are the smaller flecks mixed within the couscous,green,couscous,0.5
df3bd933b12e81f,Where is the Jazzed Up Couscous dish located within the image,within the pot,brown,0.5
c8be669cf4a7994,What is the couscous served in,bowl,bowl,0.5
c8be669cf4a7994,What color is the couscous,white,brown,0.5
c8be669cf4a7994,What color are the almonds or nuts,beige,brown,0.5
c8be669cf4a7994,What shape is the couscous forming,small and round,brown,0.5
c8be669cf4a7994,Where is the couscous served,in a white bowl,bowl,0.5
22a6a503038da42,"What is the color of the cauliflower ""couscous""",yellowish-orange,light,0.5
22a6a503038da42,"What color are the sprigs scattered across the top of the ""couscous""",green,tomatoes,0.5
22a6a503038da42,Where are the sprigs of green cilantro scattered,across the top,across the top,0.5
22a6a503038da42,"What is resting partially within the ""couscous""",spoon,brown,0.5
4dc12e07d49694b,What type of food is prominently featured in the image,crab cakes,kabobs,0.5
4dc12e07d49694b,What color are the edges of the crab cakes,golden,golden-brown,0.5
4dc12e07d49694b,What color are the green flecks scattered throughout the crab cakes,green,golden-brown,0.5
b1cc9100561c3f3,What color are the crab pieces,reddish-orange,mixed in,0.5
b1cc9100561c3f3,What seafood is present in the dish,crab,crawfish,0.5
b1cc9100561c3f3,How are the crab pieces arranged in the dish,clustered,scattered,0.5
b1cc9100561c3f3,What type of meat is distributed around the crab,sausages,reddish,0.5
bddadd64cc7bae0,What color is the cranberry filling in the pie,red,red,0.5
bddadd64cc7bae0,What type of dessert is shown in the image,pie,enchiladas,0.5
bddadd64cc7bae0,What color is the crumb topping on the pie,tan,tan,0.5
bddadd64cc7bae0,What color is the pie crust,golden,golden-brown,0.5
bddadd64cc7bae0,In which direction is the pie slightly positioned,towards the left,upward,0.5
fbf680ba3d3b096,What type of sauce is on the chicken,cranberry,yellow,0.5
fbf680ba3d3b096,What type of meat is shown in the image,chicken,chicken,0.5
fbf680ba3d3b096,What color is the plate,light blue,green,0.5
fbf680ba3d3b096,What color is the chicken,golden brown,orange,0.5
fbf680ba3d3b096,Where are the chicken pieces placed,on a plate,on a white paper,0.5
4581574ec92aee2,What does the pomegranate cranberry sauce/relish do to the bowl,fills,fills,0.5
4581574ec92aee2,What is the pomegranate cranberry sauce/relish served in,bowl,red,0.5
4581574ec92aee2,What is the consistency of the pomegranate cranberry sauce/relish,thick,red,0.5
4581574ec92aee2,What color are the walnuts in the bowl,light brown and red,brown,0.5
4581574ec92aee2,Where are the walnuts located in the image,in the center,on top,0.5
9a3edf97d4725d1,What type of seafood is visible in the bisque,crawfish,crab,0.5
9a3edf97d4725d1,What color are the chopped chives in the bisque,green,on top,0.5
9a3edf97d4725d1,Where is the Louisiana Crawfish Bisque served,within a white bowl,orange-pink,0.5
4f5150c34518129,What color is the rice described as,beige,terracotta-colored,0.5
4f5150c34518129,How is the rice arranged on the plate,piled,piled,0.5
4f5150c34518129,What type of seafood is mixed within the rice,crawfish,chicken,0.5
4f5150c34518129,What color are the crawfish tails,red,orange-pink,0.5
4f5150c34518129,Where are the crawfish tails placed in relation to the rice,on top of,on top of,0.5
d7976d426b5fc7b,What is the texture of the Honey Walnut Cream Cheese,light,creamy,0.5
d7976d426b5fc7b,What type of nuts are mixed into the cream cheese,walnuts,feta,0.5
d7976d426b5fc7b,What color is the Honey Walnut Cream Cheese,beige,white,0.5
d7976d426b5fc7b,Where is the walnut half located in relation to the cream cheese,on top,within the crumb,0.5
d7976d426b5fc7b,What is the container used to hold the Honey Walnut Cream Cheese,bowl,bowl,0.5
70f1689e82535a7,What is the texture of the chantilly cream,soft,creamy,0.5
70f1689e82535a7,What is the main component of the dessert,cream,ice cream,0.5
70f1689e82535a7,What color is the chantilly cream,off-white,cream,0.5
70f1689e82535a7,What does the cream do to the glass dessert dish,fills,fills,0.5
70f1689e82535a7,Where are the dollops of cream located,on top,at the top,0.5
feb8da6d4727a62,What color is the plate,white,green,0.5
feb8da6d4727a62,What fruit is mixed within the creamy filling of the crepes,blueberries,white,0.5
feb8da6d4727a62,What color is the base of the crepes,brown,yellow,0.5
feb8da6d4727a62,What is inside the rolled crepes,blueberries,yellow,0.5
feb8da6d4727a62,Where are the blueberries scattered,on the plate,on the wooden surface,0.5
83d9469b7d2e536,What color is the crepe,golden brown,beige,0.5
83d9469b7d2e536,What is located in the center of the image,crepe,slice,0.5
83d9469b7d2e536,How would you describe the edges of the crepe,darker,darker,0.5
83d9469b7d2e536,Where is the crepe located in the image,in the center,beige,0.5
97317ea0a16f6ba,What color is the cloth the rolls are arranged on,purple,red,0.5
97317ea0a16f6ba,What is the shape of the food items in the image,rolls,patties,0.5
97317ea0a16f6ba,What color are the Nutella crescent rolls,golden brown ,on the white plate,0.5
97317ea0a16f6ba,What is visible in the cut roll,flaky dough,inner,0.5
97317ea0a16f6ba,Where is one of the whole rolls located in relation to the cut roll,on the lower right,yellow,0.5
5dc5bfed7295e6e,What color are the crisps,golden-yellow,tan,0.5
5dc5bfed7295e6e,How are the crisps arranged on the plate,overlap,brown,0.5
5dc5bfed7295e6e,What type of food is described as golden-yellow and lacy,cheese,fries,0.5
5dc5bfed7295e6e,What texture do the crisps have,lacy,crisp,0.5
5dc5bfed7295e6e,Where are the crisps located on the plate,on the upper-left,brown,0.5
7207161ee7fdd3a,What color are the sesame seeds on the crisps,white,buns,0.5
7207161ee7fdd3a,What color are the edges of some crisps,brown,tan,0.5
7207161ee7fdd3a,Where are the Sesame Lemon Crisps placed,on a white plate,tan,0.5
7207161ee7fdd3a,Which crisp appears bigger compared to the others,the crisp in the front,larger,0.5
f7e98ee1e808dcc,What color is the plate,green,green,0.5
f7e98ee1e808dcc,What shape are the croissant ice cream cones,cones,spherical,0.5
f7e98ee1e808dcc,What color are the croissant ice cream cones,golden-brown,golden brown,0.5
f7e98ee1e808dcc,How is one of the cones positioned on the plate,lies,sitting on,0.5
1747472deb3ca10,What color is the front center croquette,brown,golden-brown,0.5
1747472deb3ca10,What type of food is shown in the image,croquettes,fajitas,0.5
1747472deb3ca10,What color is the back croquette,dark,to the right,0.5
1747472deb3ca10,Where are the croquettes placed,on a plate,on a white surface,0.5
1747472deb3ca10,How are the croquettes positioned on the plate,arranged,plate,0.5
873396a9d5e4f00,How would you describe the croquettes,yummylicious,amazing,0.5
873396a9d5e4f00,What type of food is shown in the image,croquettes,fajitas,0.5
873396a9d5e4f00,What color are the croquettes,golden,on a white surface,0.5
873396a9d5e4f00,Where are the croquettes placed,on a silver metal rack,on a white surface,0.5
873396a9d5e4f00,What color are the darker croquettes,brown,on a white surface,0.5
72ee70465299f12,What color is the plate,beige,green,0.5
72ee70465299f12,What type of food is shown in the image,croquettes,fajitas,0.5
72ee70465299f12,What color is the crust of the croquettes,golden brown,covered,0.5
72ee70465299f12,Where are the croquettes resting,resting on the plate,on a white surface,0.5
72ee70465299f12,Is the bottom croquette fully visible,yes,visible,0.5
f72b411f57d390c,What type of dessert is shown in the image,pie,enchiladas,0.5
f72b411f57d390c,What color are the mint leaves,green,green,0.5
f72b411f57d390c,What color is the ice cream next to the pie,off-white,white,0.5
f72b411f57d390c,Where is the slice of berry crumble pie placed,on a white plate,on plate,0.5
8dcec925b92152d,What color are the raspberries in the bowl,red,red,0.5
8dcec925b92152d,What is the dessert served in,bowl,ramekin,0.5
8dcec925b92152d,What color are the peaches in the bowl,orange,orange,0.5
8dcec925b92152d,How are the peaches and raspberries arranged in the bowl,mixed,arranged,0.5
8dcec925b92152d,Where is the crumble topping located in relation to the fruit,on top of,glass,0.5
59b9dea4ab611ae,What color is the berry filling,red,glistening,0.5
59b9dea4ab611ae,What is the dessert served in,bowl,ramekin,0.5
59b9dea4ab611ae,Is the berry filling covered by the crumble topping,yes,glass,0.5
59b9dea4ab611ae,What color is the crumble topping,golden-brown,glass,0.5
59b9dea4ab611ae,Where is the berry filling located,at the bottom,on top of,0.5
92211a75310aaef,What type of dessert is shown in the image,pie,enchiladas,0.5
92211a75310aaef,What color are the raspberries in the pie filling,red,filling,0.5
92211a75310aaef,Where is the pie filling located in relation to the crumble topping,beneath,glass,0.5
8f3db33916b0bc0,What is the color of the crunches in the top center of the image,brown,slice,0.5
39bcc4756e74344,What color is the bowl containing the Berry Nut and Seed Crunch,green,white,0.5
39bcc4756e74344,How are the berries distributed in the bowl,scattered,raspberries,0.5
39bcc4756e74344,What color are the nuts in the Berry Nut and Seed Crunch,brown,golden-brown,0.5
39bcc4756e74344,What type of fruit is scattered throughout the bowl,berries,scattered,0.5
39bcc4756e74344,Where is the mixture of Berry Nut and Seed Crunch placed,atop,blackberry,0.5
286cb0fa3aefa9b,What color is the pie crust,golden-brown,golden-brown,0.5
286cb0fa3aefa9b,What type of food is shown in the image,pie,fajitas,0.5
286cb0fa3aefa9b,What pattern is formed by the pie crust across the top,lattice,sandwich,0.5
286cb0fa3aefa9b,Where is the lattice pattern placed on the pie,across the entire top,on top,0.5
286cb0fa3aefa9b,What decorative elements are placed in the lower-center of the pie,leaves,candy canes,0.5
71b37d19149e978,What color is the pie crust,yellow,golden-brown,0.5
