Answer,Predict,EM,Precision,Recall,F1
shifted to the left,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
green,green,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
orange,golden-brown,0.0,0.0,0.0,0.0
tofu,fish,0.0,0.0,0.0,0.0
resting between,resting on,0.0,0.5,0.5,0.5
rice,lettuce,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
brown,browned,0.0,0.0,0.0,0.0
scattered,distributed,0.0,0.0,0.0,0.0
broccoli,onions,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
tofu,tofu,1.0,1.0,1.0,1.0
blue,white,0.0,0.0,0.0,0.0
on the left side,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
golden-brown,golden-brown,1.0,1.0,1.0,1.0
decorative,decorative,1.0,1.0,1.0,1.0
tofu,tofu,1.0,1.0,1.0,1.0
blue,white,0.0,0.0,0.0,0.0
on the upper left,to the left,0.0,0.6666666666666666,0.5,0.5714285714285715
mushrooms,mushrooms,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
tomatoes,tomatoes,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
closer to,to the left,0.0,0.3333333333333333,0.5,0.4
green,green,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
tomatoes,tomatoes,1.0,1.0,1.0,1.0
yellow,red,0.0,0.0,0.0,0.0
tomato,tofu,0.0,0.0,0.0,0.0
transparent,dish,0.0,0.0,0.0,0.0
orange,yellow,0.0,0.0,0.0,0.0
gluten-free,gluten-free,1.0,1.0,1.0,1.0
yellow,white,0.0,0.0,0.0,0.0
on the plate,on top,0.0,0.5,0.3333333333333333,0.4
brown,browned,0.0,0.0,0.0,0.0
white,yellow,0.0,0.0,0.0,0.0
meringue,chocolate,0.0,0.0,0.0,0.0
browned,caramelized,0.0,0.0,0.0,0.0
amber-colored,yellow,0.0,0.0,0.0,0.0
on a dark surface,resting on,0.0,0.5,0.25,0.3333333333333333
white,white,1.0,1.0,1.0,1.0
tortes,muffins,0.0,0.0,0.0,0.0
copper-colored,white,0.0,0.0,0.0,0.0
on a plate,on top of,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
green,white,0.0,0.0,0.0,0.0
mousse,avocado,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
on top of,on top,0.0,1.0,0.6666666666666666,0.8
plum,grapes,0.0,0.0,0.0,0.0
round,square,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
over the surface,on top,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
tortellini,ravioli,0.0,0.0,0.0,0.0
orange,white,0.0,0.0,0.0,0.0
tortellini,ravioli,0.0,0.0,0.0,0.0
yellow,red,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on an orange plate,plate,0.0,1.0,0.25,0.4
blue,white,0.0,0.0,0.0,0.0
tortellini,ravioli,0.0,0.0,0.0,0.0
green,yellow,0.0,0.0,0.0,0.0
powdered,textured,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
in the center,in the center,1.0,1.0,1.0,1.0
yellow-tan,white,0.0,0.0,0.0,0.0
tortillas,chips,0.0,0.0,0.0,0.0
stacked,stacked,1.0,1.0,1.0,1.0
round,square,0.0,0.0,0.0,0.0
tan,white,0.0,0.0,0.0,0.0
tortillas,chips,0.0,0.0,0.0,0.0
blue,red,0.0,0.0,0.0,0.0
on top of,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
tortilla,rice,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
on top,on top,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
meat,tofu,0.0,0.0,0.0,0.0
on top of,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
scattered,arranged,0.0,0.0,0.0,0.0
marshmallows,are,0.0,0.0,0.0,0.0
congealed,creamy,0.0,0.0,0.0,0.0
on wrinkled sheet,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
creamy,creamy,1.0,1.0,1.0,1.0
trifle,cake,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
on top,on a plate,0.0,0.3333333333333333,0.5,0.4
brown,yellow,0.0,0.0,0.0,0.0
golden-brown,yellow,0.0,0.0,0.0,0.0
cake,is,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
with whipped topping,topped,0.0,0.0,0.0,0.0
dessert,salad,0.0,0.0,0.0,0.0
reddish-brown,brown,0.0,0.0,0.0,0.0
tri-tip,chicken,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on a plate,in the center,0.0,0.0,0.0,0.0
yellow-brown,white,0.0,0.0,0.0,0.0
large,large,1.0,1.0,1.0,1.0
fish,fish,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
on the right,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
fish,fish,1.0,1.0,1.0,1.0
yellow,yellow,1.0,1.0,1.0,1.0
on the platter,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
fillets,rollups,0.0,0.0,0.0,0.0
dark,brown,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
in a box,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
white,white,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
chocolate,polenta,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
on a plate,on top,0.0,0.5,0.3333333333333333,0.4
truffles,cake,0.0,0.0,0.0,0.0
brown,yellow,0.0,0.0,0.0,0.0
studded,textured,0.0,0.0,0.0,0.0
at the top,on top,0.0,0.5,0.3333333333333333,0.4
strawberry-filled,filling,0.0,0.0,0.0,0.0
truffles,cake,0.0,0.0,0.0,0.0
brown,yellow,0.0,0.0,0.0,0.0
with a darker brown,red,0.0,0.0,0.0,0.0
circular,square,0.0,0.0,0.0,0.0
yellow,white,0.0,0.0,0.0,0.0
tuna,tuna,1.0,1.0,1.0,1.0
creamy,creamy,1.0,1.0,1.0,1.0
on the top of casserole,on top,0.0,1.0,0.4,0.5714285714285715
white,white,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
melted,melted,1.0,1.0,1.0,1.0
in a white baking dish,in the image,0.0,0.3333333333333333,0.2,0.25
creamy,creamy,1.0,1.0,1.0,1.0
turkey,chicken,0.0,0.0,0.0,0.0
yellow,white,0.0,0.0,0.0,0.0
mushrooms,mushrooms,1.0,1.0,1.0,1.0
in a dish,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
brownish-orange,red,0.0,0.0,0.0,0.0
turkey,chicken,0.0,0.0,0.0,0.0
scattered,distributed,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
on the surface,on top,0.0,0.5,0.3333333333333333,0.4
white,white,1.0,1.0,1.0,1.0
blueberry,blueberry,1.0,1.0,1.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
red,white,0.0,0.0,0.0,0.0
square,rectangular,0.0,0.0,0.0,0.0
carrots,zucchini,0.0,0.0,0.0,0.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
golden-brown,light,0.0,0.0,0.0,0.0
veal,chicken,0.0,0.0,0.0,0.0
white,yellow,0.0,0.0,0.0,0.0
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
drizzled,drizzled,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
vegetables,burrito,0.0,0.0,0.0,0.0
red,green,0.0,0.0,0.0,0.0
on a plate,are,0.0,0.0,0.0,0.0
brown,green,0.0,0.0,0.0,0.0
wellington,salad,0.0,0.0,0.0,0.0
dark blue,white,0.0,0.0,0.0,0.0
green,red,0.0,0.0,0.0,0.0
vegetables,fish,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
on a black grill pan,on a plate,0.0,0.6666666666666666,0.4,0.5
glazed,translucent,0.0,0.0,0.0,0.0
reddish-brown,red,0.0,0.0,0.0,0.0
around the base,on top of,0.0,0.0,0.0,0.0
blackberries,rhubarb,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
venison,chicken,0.0,0.0,0.0,0.0
gravy,covering,0.0,0.0,0.0,0.0
green,white,0.0,0.0,0.0,0.0
on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
golden-brown,brown,0.0,0.0,0.0,0.0
venison,chicken,0.0,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0,1.0
overlapping,stacked,0.0,0.0,0.0,0.0
salad,salad,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
in the salad,on top of,0.0,0.0,0.0,0.0
blueberries,rhubarb,0.0,0.0,0.0,0.0
brown,yellow,0.0,0.0,0.0,0.0
reflecting,filling,0.0,0.0,0.0,0.0
pitcher,pot,0.0,0.0,0.0,0.0
vinaigrette,vinaigrette,1.0,1.0,1.0,1.0
in the foreground,in the center,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
vinaigrette,vinaigrette,1.0,1.0,1.0,1.0
wooden,wooden,1.0,1.0,1.0,1.0
yellow-brown,brown,0.0,0.0,0.0,0.0
jar,pot,0.0,0.0,0.0,0.0
wooden,wooden,1.0,1.0,1.0,1.0
on a wooden surface,on a wooden surface,1.0,1.0,1.0,1.0
green,green,1.0,1.0,1.0,1.0
scattered,scattered,1.0,1.0,1.0,1.0
red,red,1.0,1.0,1.0,1.0
tomato,tomato,1.0,1.0,1.0,1.0
above the middle,located,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
waffles,pancakes,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
darker,rich,0.0,0.0,0.0,0.0
on a white plate,on a plate,0.0,1.0,0.75,0.8571428571428571
golden,golden-brown,0.0,0.0,0.0,0.0
brown,brown,1.0,1.0,1.0,1.0
on the left,in the center,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
red,red,1.0,1.0,1.0,1.0
waffle,toast,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on the waffle,on top of,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
green,green,1.0,1.0,1.0,1.0
awesome,amazing,0.0,0.0,0.0,0.0
walleye,walleye,1.0,1.0,1.0,1.0
tan,golden-brown,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
watermelon,rhubarb,0.0,0.0,0.0,0.0
white,white,1.0,1.0,1.0,1.0
on top,on a plate,0.0,0.3333333333333333,0.5,0.4
green,brown,0.0,0.0,0.0,0.0
pink,pink,1.0,1.0,1.0,1.0
watermelon,lemon,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
clear,clear,1.0,1.0,1.0,1.0
orange,white,0.0,0.0,0.0,0.0
wedges,rectangular,0.0,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
on plate,on a plate,0.0,0.6666666666666666,1.0,0.8
herbs,herbs,1.0,1.0,1.0,1.0
brown,pink,0.0,0.0,0.0,0.0
white,golden-brown,0.0,0.0,0.0,0.0
fries,chips,0.0,0.0,0.0,0.0
orange,lemon,0.0,0.0,0.0,0.0
glasses,glasses,1.0,1.0,1.0,1.0
amber,red,0.0,0.0,0.0,0.0
on the tray,on a wooden surface,0.0,0.25,0.3333333333333333,0.28571428571428575
metallic,glass,0.0,0.0,0.0,0.0
wings,wings,1.0,1.0,1.0,1.0
orange,golden-brown,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
saucy,crispy,0.0,0.0,0.0,0.0
cauliflower,zucchini,0.0,0.0,0.0,0.0
golden brown,white,0.0,0.0,0.0,0.0
scattered across,arranged,0.0,0.0,0.0,0.0
plate,plate,1.0,1.0,1.0,1.0
golden-brown,golden-brown,1.0,1.0,1.0,1.0
wontons,soup,0.0,0.0,0.0,0.0
crispy,crispy,1.0,1.0,1.0,1.0
bowl,bowl,1.0,1.0,1.0,1.0
in the bowl,on a plate,0.0,0.0,0.0,0.0
green,green,1.0,1.0,1.0,1.0
brownish,brown,0.0,0.0,0.0,0.0
on the lower right,in the center,0.0,0.3333333333333333,0.25,0.28571428571428575
cilantro,parsley,0.0,0.0,0.0,0.0
tan,brown,0.0,0.0,0.0,0.0
wraps,chips,0.0,0.0,0.0,0.0
corn,mushrooms,0.0,0.0,0.0,0.0
pink,brown,0.0,0.0,0.0,0.0
on the plate,within,0.0,0.0,0.0,0.0
spinach,kale,0.0,0.0,0.0,0.0
yellow,yellow,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
yams,tomatoes,0.0,0.0,0.0,0.0
glistening,coated,0.0,0.0,0.0,0.0
on top of,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
green,green,1.0,1.0,1.0,1.0
orange,orange,1.0,1.0,1.0,1.0
yams,tomatoes,0.0,0.0,0.0,0.0
scattered,scattered,1.0,1.0,1.0,1.0
white,white,1.0,1.0,1.0,1.0
on a white surface,on a plate,0.0,0.6666666666666666,0.5,0.5714285714285715
white,white,1.0,1.0,1.0,1.0
brown,brown,1.0,1.0,1.0,1.0
blueberries,rhubarb,0.0,0.0,0.0,0.0
creamy,creamy,1.0,1.0,1.0,1.0
yogurt,oatmeal,0.0,0.0,0.0,0.0
red,red,1.0,1.0,1.0,1.0
on top,on top of,0.0,0.6666666666666666,1.0,0.8
blue,white,0.0,0.0,0.0,0.0
raspberries,rhubarb,0.0,0.0,0.0,0.0
blue,white,0.0,0.0,0.0,0.0
ziti,ravioli,0.0,0.0,0.0,0.0
reddish-orange,red,0.0,0.0,0.0,0.0
reddish-brown,golden-brown,0.0,0.0,0.0,0.0
spaghetti,chicken,0.0,0.0,0.0,0.0
throughout the entire pan,scattered across,0.0,0.0,0.0,0.0
yellow,green,0.0,0.0,0.0,0.0
zucchini,zucchini,1.0,1.0,1.0,1.0
black,red,0.0,0.0,0.0,0.0
in the center,in the center,1.0,1.0,1.0,1.0
