,Image,Food Name,Summary,Ingredients,Calories,Width,Height,Questions_1,Answer_1,Question_2,Answer_2
5559,bb6adf95b0e4434,RAGÚ Easy One-Pot Pasta,The spaghetti cooks right in the sauce...in one pot - so less clean up!,"['RAGÚ Old World Style Traditional Sauce', 'water', 'spaghetti, broken in half']",311.0,250.0,250.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5560,bce4810302ad7a9,Mexican Pasta,Mexican pasta is a great vegetarian dish with a kick!,"['seashell pasta', 'olive oil', 'onions, chopped', 'green bell pepper, chopped', 'sweet corn kernels', 'black beans, drained', 'peeled and diced tomatoes', 'salsa', 'sliced black olives', 'taco seasoning mix', 'salt and pepper to taste']",358.0,683.0,512.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5561,ea37d524136289d,Vegan Melanzane (Eggplant) Pasta Sauce,A vegan version of a great Italian pasta sauce that showcases eggplant. Just stir in your favorite pasta once it's done!,"['olive oil', 'onion, finely chopped', 'carrot, finely chopped', 'garlic, chopped', 'whole peeled tomatoes', 'white sugar', 'salt and ground black pepper to taste', 'vegetable oil for frying', 'eggplant, thinly sliced', 'pitted Kalamata olives, sliced']",177.0,960.0,960.0,What is the main food in the picture?,pasta,Is this dish vegetarian or non-vegetarian?,vegan
5562,87815219bd68bc9,Puff Pastry with Egg and Bacon,Muffin cups are lined with puff pastry and filled with bacon and egg - a really easy and fun way to serve breakfast. I make it whenever there is a special brunch. It's best if you use more than 1 muffin pan so you can space out the puff pastry squares.,"['butter', 'frozen puff pastry, thawed', 'Dijon mustard', 'thin-sliced bacon', 'eggs', 'salt and freshly ground black pepper to taste', 'chopped fresh chives']",525.0,1500.0,1125.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5563,d0eb71fbd3aa069,Tulumba (Deep-Fried Pastry with Syrup),Tulumba (deep-fried pastry with syrup) is a popular dessert recipe found in the cuisines of the former Ottoman Empire. It is a fried pastry soaked in syrup.,"['water', 'vegetable oil', 'all-purpose flour', 'baking powder', 'eggs', 'vegetable oil for frying', 'white sugar', 'water']",242.0,960.0,960.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5564,be37607f33fe360,Puff Pastry Salmon,"An excellent blend of salmon, pesto, spinach and puff pastry. It tastes great and only takes a few minutes to put it all together!","['skinless, boneless salmon fillets', 'onion powder', 'garlic powder', 'seasoned salt to taste', 'spinach leaves', 'frozen puff pastry, thawed', 'pesto']",685.0,960.0,960.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5565,b46ace7ce67c027,Easy Danish Almond Pastries,"Traditional Danish pastry is both time and labor-intensive to make. This recipe offers a comparatively quick option, resulting in flaky, buttery, almond paste-filled delightful Danish!","['refrigerated crescent roll dough, divided', 'almond paste', 'mascarpone cheese', 'white sugar, more as needed', 'egg, separated, divided', 'sliced almonds', ""confectioners' sugar"", 'water']",244.0,3264.0,2448.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5566,c57fefdd54b4776,British Shortcrust Pie Pastry,"Many British recipes call for shortcrust pastry for a tender and crumbly crust in sweet pies, tarts, or savory quiches. Because it is so easy to make in batches, I make extra to freeze for later use.","['all-purpose flour', 'chilled butter, cut into pieces', 'shortening', 'ice water, or more as needed']",658.0,2000.0,1500.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5567,bfb181f49a99868,Rough Puff Pastry,"This rough puff pastry dough bakes up deliciously light and flaky. It's quick to make compared to classic puff pastry — most of the time is for chilling. It can be used for savory or sweet recipes, like tarts, hand pies, or palmiers.","['all-purpose flour, plus more for dusting', 'kosher salt', 'cold unsalted butter, cubed', 'cold water']",317.0,1500.0,1125.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5568,8a08de740a23103,"Never, Never Fail Pie Pastry",This is the best pastry recipe. There is no fear of over-kneading this dough.,"['all-purpose flour', 'white sugar', 'baking powder', 'salt', 'lard', 'cold water', 'egg yolk', 'vanilla extract', 'distilled white vinegar']",355.0,960.0,960.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5569,3179566cca13033,"Sausage, Egg, and Cheese Breakfast Pastries","These sausage, egg, and cheese breakfast pastries are simply delicious. They are easy to make using frozen puff pastry and make a perfect on-the-go breakfast.","['smoked sausage, sliced into 12 1-inch pieces', 'eggs, divided', 'water', 'kosher salt', 'ground black pepper', 'butter', 'shredded Cheddar cheese', 'puff pastry', 'everything bagel seasoning']",364.0,683.0,512.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5570,bbfb176c80529b2,Buttercrust Pastry Dough,"This pastry dough recipe is tender and flaky. A food processor helps you achieve a gorgeous bread crumb texture when adding the ice water. If you use the dough for a savory recipe, cut down the sugar a bit but do not omit it entirely. The most important thing to remember is to use frozen butter and ice-cold water.","['all-purpose flour', 'butter, cut into 12 cubes, frozen', 'sugar', 'salt', 'ice water']",295.0,683.0,512.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5571,fb4c9382d8e6029,Danish Pastry,"This Danish pastry is a sinful delight made with rich, buttery, flaky dough. It's worth the effort and extra work involved. Make sure the dough is well-chilled before rolling, folding, and shaping.","['unsalted butter, softened', 'all-purpose flour', 'all-purpose flour, divided', 'active dry yeast', 'milk', 'white sugar', 'salt', 'eggs', 'lemon extract', 'almond extract', 'fruit preserves, any flavor', 'egg white, beaten']",273.0,960.0,960.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5572,9cf7a42f1d4896c,Classic Lard Two-Crust Pie Pastry,This pie crust with lard is the way a pie crust should be made.,"['all-purpose flour', 'salt', 'lard', 'ice water, or as needed']",268.0,960.0,960.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5573,3bc4970a30e1c69,Fried Pie Pastry,Pastry recipe for fried pies. Use with your favorite fried pie fillings.,"['all-purpose flour', 'salt', 'shortening', 'egg, beaten', 'water', 'distilled white vinegar']",233.0,960.0,960.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5574,05dac5e8eae7e9d,Cinnamon Pastries,"This is a delicious cheesecake type recipe, and is great for serving during the holidays.","['cream cheese', 'white sugar, divided', 'egg yolk', 'ground cinnamon', 'bread, crust removed', 'butter, melted']",227.0,960.0,960.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5575,cca8151ec0ea20a,Rich Shortcrust Pastry,"Everyone was asking me for this pastry recipe, so here it is! It's rich, tasty, and versatile. Freeze what you don't need to use. Enjoy!","['all-purpose flour', 'salt, or more to taste', 'butter', 'eggs', 'cold water']",140.0,960.0,960.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5576,acab236a86cfcd6,Air Fryer Nutella-Stuffed Pastry,"Flaky Nutella-stuffed pastry that isn't overly sweet, great with a cup of tea.","['refrigerated biscuit dough (such as Pillsbury Grands Jr.)', 'chocolate-hazelnut spread (such as Nutella), or more to taste', 'cooking spray', 'salted butter, melted', 'powdered sugar, or as needed']",192.0,3072.0,3072.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,non-vegan
5577,3ead2436378c6d7,Mille Feuille (Napoleon Pastry Sheets),"This Napoleon dessert is made with frozen puff pastry sheets, so there's no need to make your own dough. The key is keeping the dough flat when baking, which we do by docking it or pricking it all over with the tines of a fork. These crispy, buttery sheets are the first step in making Napoleons.","['frozen puff pastry dough, thawed', 'white sugar, or as needed for dusting', 'aluminum foil', 'parchment paper']",683.0,800.0,800.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,vegan
5578,80c0da5de2e6c47,Gluten Free Pastry,"A friend of mine is celiac, so I had to find a recipe that would work for beef Wellingtons. This gluten-free pastry recipe is perfect and so easy to make!","['rice flour', 'white sugar', 'salt', 'baking powder', 'vegetable shortening', 'cold water', 'vanilla extract']",155.0,960.0,960.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,vegan
5579,cdec2d2a97251a6,Boiling Water Pastry,"My mother-in-law gave me this hot water pastry recipe as a ""no-fail"" pastry when I married 20 years ago. Add up to a 1/2 cup more cake flour if necessary.","['shortening', 'boiling water', 'cake flour', 'salt']",356.0,250.0,250.0,What is the main food in the picture?,pastry,Is this dish vegetarian or non-vegetarian?,vegan
5580,c5630c9bbf2ba1d,Salmon Tuna Patties,Tuna patties with a twist. Salmon flavor with tuna is milder. Kids and adults love the meaty inside and crispy outside that's made with crushed crackers.,"['salmon, drained and flaked', 'tuna, drained', 'saltine crackers, crushed', 'egg, beaten', 'all-purpose flour', 'canola oil, or to taste']",434.0,960.0,960.0,What is the main food in the picture?,patty,Is this dish vegetarian or non-vegetarian?,non-vegan
5581,ee3f9dd25ecf6ee,Sweet and Savory Baked Sausage Patties,"Lightly seasoned with just a touch of sweetness, these breakfast sausages are great addition to your breakfast plate. I make these in bulk for a quick grab-and-go weekday meal. They can be frozen, just thaw overnight in the fridge.","['aluminum foil', 'cooking spray', 'lean ground pork', 'maple syrup', 'finely chopped garlic', 'finely chopped fresh parsley', 'dried marjoram', 'salt', 'freshly ground black pepper', 'dried thyme', 'ground paprika']",175.0,2246.0,2646.0,What is the main food in the picture?,patty,Is this dish vegetarian or non-vegetarian?,non-vegan
5582,468bee37f973612,Air Fryer Salmon Patties,Fresh salmon patties are cooked golden in an air fryer and paired with a zesty aioli dipping sauce for an easy dinner.,"['mayonnaise', 'finely minced garlic', 'fresh lemon juice', 'Cajun seasoning', 'salmon, minced', 'snipped fresh chives', 'dried parsley', 'finely minced garlic', 'salt', 'all-purpose flour, or more as needed', 'lemon', 'cooking spray']",351.0,1400.0,1400.0,What is the main food in the picture?,patty,Is this dish vegetarian or non-vegetarian?,non-vegan
5583,61220bd48bb4504,Potato Salmon Patties,"My kids do not like anything fishy. I snuck these potato salmon patties by them and they loved them. I serve them as snacks, sandwiches, or as dinner with rice and a veggie on the side. Personally I like to dip them in horseradish and snack away!! Hope you like them.","['salmon, drained and flaked', 'medium onion, minced', 'eggs, beaten', 'garlic and herb seasoned dry bread crumbs', 'dry potato flakes', 'garlic, minced', 'celery salt', 'dried dill weed', 'salt and ground black pepper to taste', 'olive oil']",252.0,960.0,960.0,What is the main food in the picture?,patty,Is this dish vegetarian or non-vegetarian?,non-vegan
5584,9faa2c03cc7f985,Salmon Patties with Cornmeal and Crackers,These salmon patties with cornmeal and crackers make a nutritious and delicious dinner. The patties are good served with either red wine vinegar or cheese sauce. To round out your meal serve salmon patties with a big green salad and French bread.,"['pink salmon', 'onion, finely diced', 'egg, beaten', 'saltine crackers, crushed', 'salt and pepper to taste', 'celery', 'cornmeal', 'canola oil']",237.0,1936.0,1936.0,What is the main food in the picture?,patty,Is this dish vegetarian or non-vegetarian?,non-vegan
5585,f93739628baed5c,Onion Patties,"“10/10. Would eat a million.""","['mayonnaise', 'ketchup', 'pickle relish', 'Worcestershire sauce', 'garlic powder', 'cayenne pepper', 'canola oil', 'flour', 'yellow cornmeal', 'granulated sugar', 'baking powder', 'kosher salt', 'garlic powder', 'cayenne pepper', 'sweet onion', 'whole buttermilk']",360.0,683.0,512.0,What is the main food in the picture?,patty,Is this dish vegetarian or non-vegetarian?,non-vegan
5586,56452b71ccb415f,Rice Patties,This rice patty recipe is great for using leftover rice and meat.,"['cooked rice', 'onion, chopped', 'shredded Cheddar cheese', 'egg, beaten', 'minced garlic', 'salt', 'red pepper flakes (Optional)', 'ground black pepper, or more to taste', 'chopped fresh parsley, or to taste (Optional)', 'onion powder, or to taste (Optional)', 'vegetable oil, or as needed']",134.0,1440.0,1440.0,What is the main food in the picture?,patty,Is this dish vegetarian or non-vegetarian?,non-vegan
5587,92aede6f3bc2047,Simple Vegetarian Leek Patties,"Simple vegetarian leek patties are crisp on the outside and creamy on the inside. The trick to a crisp exterior is to remove as much moisture from the cooked leeks as possible, so please don't skip the step after draining. This recipe is very mildly flavored. Serve them with a dipping sauce of choice, if desired.","['leek', 'water to cover', 'dry bread crumbs', 'egg', 'salt', 'freshly ground black pepper to taste', 'olive oil, or as needed']",152.0,3072.0,3072.0,What is the main food in the picture?,patty,Is this dish vegetarian or non-vegetarian?,non-vegan
