Image,Question,Answer,predicted_answer
cc2e00dd885336d,What are the small dark items scattered throughout the dish,spices,capers
cc2e00dd885336d,Where are the Chakolya pieces scattered,across the bowl,throughout the pan
7c96df80891e3e6,What fruit is used in the danish filling,raspberry,apple
7c96df80891e3e6,What color is the crust of the pastry,golden-brown,golden-brown
7c96df80891e3e6,Where is the raspberry danish placed,plate,yellow
7c96df80891e3e6,What color is the raspberry filling,red,red
7c96df80891e3e6,Where are the pieces of raspberry danish located,on a plate,yellow
f6fd1014d1b13e4,What type of dessert is shown in the image,Turkish Delight,enchiladas
f6fd1014d1b13e4,What is covering many of the Turkish Delight pieces,coated,tan
f6fd1014d1b13e4,What color is the powder coating the Turkish Delight pieces,white,golden-brown
f6fd1014d1b13e4,How are the Turkish Delight pieces arranged in the frame,scattered,clustered
f6fd1014d1b13e4,Where are the Turkish Delight pieces placed in the image,across the frame,serving
00c972776282f93,What type of food is the image showing,dessert,showing
00c972776282f93,What is the fork doing to the dessert,taking,piercing
00c972776282f93,What color is the plate under the dessert,white,blue
00c972776282f93,Where are the strawberries positioned in the dessert,on top,on the top
00c972776282f93,What is the texture of the red sauce on the strawberries,glossy,creamy
e493d73bc9d382e,What cooking method was used to prepare the dip,baking,bake
e493d73bc9d382e,What is the predominant color of the dip,yellow,beige
e493d73bc9d382e,What is the texture of the cheese in the dip,melted,creamy
e493d73bc9d382e,What type of dish is the dip served in,in a clear glass,bowl
543a807478f983f,What is the black bean dip doing in the bowl,filling,dark brown
543a807478f983f,What type of dip is shown in the image,bean,queso
543a807478f983f,What color is the black bean dip,brown-black,dark brown
543a807478f983f,Where is the bowl of black bean dip located in the image,in the center-left,dark brown
adfb72af7a0bd14,What color is the base layer of the Chunky Pizza Dip,white,orange
adfb72af7a0bd14,What type of dish is the Chunky Pizza Dip,pizza,on top
adfb72af7a0bd14,What color are the pepperoni slices on the Chunky Pizza Dip,red,reddish-brown
adfb72af7a0bd14,Where are the toppings scattered on the Chunky Pizza Dip,across the surface,scattered
adfb72af7a0bd14,What color are the chives used as garnish on the Chunky Pizza Dip,green,green
e4ae0db95c78dcd,What color is the top corn dog,golden-brown,across the top
e4ae0db95c78dcd,What type of food is shown in the image,corn dogs,fajitas
e4ae0db95c78dcd,What color is the sausage inside the second corn dog,reddish-brown,pink
e4ae0db95c78dcd,Where are the corn dogs placed,on a white plate,golden
b22014db168d51d,What is the main flavor of the donuts,chocolate,sour
b22014db168d51d,What type of pastry is shown in the image,donuts,galette
b22014db168d51d,What color is the glaze on the donuts,brown,frosting
b22014db168d51d,Where is the partially visible donut located in the image,in the bottom left,in the sauce
411cfea46839757,What color is the plate,white,green
411cfea46839757,What type of food is shown in the image,pierogi,fajitas
411cfea46839757,What color are the pierogi dough pieces,beige,greyish-brown
411cfea46839757,Where are the pierogi dough pieces placed,on plate,on a plate
411cfea46839757,Are the pierogi dough pieces fried,fried,golden-brown
69e1e4ce9be4696,What color is the doughnut at the bottom of the stack,brown,rice
69e1e4ce9be4696,What type of food is shown in the image,doughnuts,fajitas
69e1e4ce9be4696,What color is the doughnut to the upper-left of the bottom doughnut,yellow,glazed
69e1e4ce9be4696,How are the doughnuts arranged on the plate,stacked,stacked
69e1e4ce9be4696,Where is the doughnut at the top positioned,on top of,to the right
4a6f40639aa4853,What type of food is shown in the image,doughnuts,fajitas
4a6f40639aa4853,What color is the powdered sugar on the doughnuts,white,white
4a6f40639aa4853,Where is the vibrant red doughnut located,in the center,filling
83c156078f10e36,What color is the doughnuts' hue,orange-brown,golden
83c156078f10e36,What type of food is shown,doughnuts,flautas
83c156078f10e36,What flavor are the doughnuts,maple,pumpkin
83c156078f10e36,What color are the mint leaves,green,green
09cff0d234fbcde,What flavor are the doughnuts,vanilla,pumpkin
09cff0d234fbcde,What color is the doughnut in the front,tan,golden-brown
09cff0d234fbcde,Where is the doughnut in the front located in the frame,in the front,golden-brown
69bd3096ba5c8f0,What type of food is the dressing used for,salad,salad
69bd3096ba5c8f0,What is the quality of the salad dressing described as,Best,vibrant
69bd3096ba5c8f0,What color is the bottom portion of the dressing,brownish,translucent
69bd3096ba5c8f0,What color are the small particles in the dressing,black,green
69bd3096ba5c8f0,Where is the glass carafe located in the image,in the lower-left corner,in the center
e06318f6d8379da,What color is the salad dressing,orange,beige
e06318f6d8379da,What type of dish is shown in the image,salad,enchiladas
e06318f6d8379da,How is the salad dressing applied to the salad,drizzled,drizzled
e06318f6d8379da,Where is the salad dressing mostly concentrated,top of the salad,bottom half
e06318f6d8379da,What is one of the main ingredients in the salad,lettuce,tofu
fef5d8957367c9c,What color is the bowl,white,dark brown
fef5d8957367c9c,What is the wasabi salad dressing served in,bowl,pitcher
fef5d8957367c9c,What color is the wasabi salad dressing,brown,beige
fef5d8957367c9c,What is the main ingredient in the salad dressing,wasabi,lemon
fef5d8957367c9c,Where is the white bowl positioned in the image,towards the upper-right,in the center
6dc09e0f572307d,What color is the Dorothy Lynch Style Salad Dressing,orange-red,located in
6dc09e0f572307d,What does the Dorothy Lynch Style Salad Dressing do to the pitcher,fills,fills
6dc09e0f572307d,What is the container for the Dorothy Lynch Style Salad Dressing,pitcher,pitcher
6dc09e0f572307d,What color is the surface under the pitcher,white,wooden
6dc09e0f572307d,Where are the green leaves located relative to the pitcher,to the bottom left,to the left of
2c45c0f2dbad7eb,What color is the bottom layer of the dressing,yellow,orange-brown
2c45c0f2dbad7eb,What type of container is the dressing stored in,jar,jar
2c45c0f2dbad7eb,What is the texture of the bottom layer of the dressing,creamy,orange-brown
2c45c0f2dbad7eb,What color is the top layer of the dressing,greenish,golden-brown
2c45c0f2dbad7eb,Where is the jar of dressing placed,on a red surface,poppy seed dressing
5d5b67e2f56a8dc,What is the texture of the drumsticks' skin,crispy,rough
5d5b67e2f56a8dc,What part of the chicken is shown in the image,drumsticks,breasts
5d5b67e2f56a8dc,What color is the plate,white,green
5d5b67e2f56a8dc,What color is the checkered cloth in the background,blue,red
5d5b67e2f56a8dc,Where are the drumsticks placed,on a plate,on a light grey plate
5d7534e55a162f9,What is the purpose of the plate in the image,decorative,garnish
5d7534e55a162f9,What type of meat is shown in the image,drumsticks,chicken
5d7534e55a162f9,What color is the drumstick on the left,pinkish-tan,dark
5d7534e55a162f9,Where is the first drumstick positioned,on the left,on the left side
5d7534e55a162f9,What color are the sage leaves,green,green
64323bbbf31a300,What color is the duck,pink,reddish-orange
64323bbbf31a300,What type of meat is shown,duck,beef
64323bbbf31a300,How is the duck prepared,sliced,on a
64323bbbf31a300,What color is the apple dressing,yellow,red
64323bbbf31a300,Where is the small ball of dressing located,to the left,on the rim
ab19ecd247fdabc,What is the name of the dish in the center of the plate,Duck Adobo,kugel
ab19ecd247fdabc,What is the glossy sauce doing to the rice,covering,covered in
ab19ecd247fdabc,What color is the rice under the Duck Adobo,white,atop rice
ab19ecd247fdabc,How does the sauce on the Duck Adobo appear,glossy,glossy
ab19ecd247fdabc,Where is the Duck Adobo located on the plate,in the center,on a
08ca42fdeb64a9b,What color is the skin of the roasted duck,brown,brown
08ca42fdeb64a9b,What type of meat is being served,duck,chicken
08ca42fdeb64a9b,How would you describe the texture of the duck skin,crispy,thick
08ca42fdeb64a9b,What color are the rosemary leaves,green,green
08ca42fdeb64a9b,Where is the roasted duck presented,on an oval platter,on a plate
e0039d104925b12,What color are the dumplings,golden-brown,golden-brown
e0039d104925b12,What type of food is shown in the image,dumplings,fajitas
e0039d104925b12,What material is the baking pan made of,metal,metal
e0039d104925b12,Where are the dumplings arranged,in a metal baking pan,overlapping
e0039d104925b12,What color is the syrupy liquid,amber,brown
703a17269805495,What color is the yolk of the foremost egg slice,yellow,yellow
703a17269805495,What is the main ingredient of the slices,egg,falafel
703a17269805495,Where are the small brown and red flecks located,sprinkled on,specks
703a17269805495,What color is the white ring around the yolk,white,yellow
703a17269805495,What is the appearance of the white ring around the yolk,translucent,yellow
c8a87f40f3b57c4,What color is the outer layer of the Scotch eggs,golden-brown,golden-brown
c8a87f40f3b57c4,What is inside the sausage meat layer of the Scotch eggs,eggs,chorizo
c8a87f40f3b57c4,What color is the outer layer of the hard-boiled egg,white,white
c8a87f40f3b57c4,Where are the Scotch eggs placed,on a plate,on a plate
c8a87f40f3b57c4,What color is the yolk of the hard-boiled egg,yellow,white
e7b97785c0393ba,What color is the surface of the French toast,golden-brown,golden-brown
e7b97785c0393ba,What type of French toast is shown in the image,eggnog,golden-brown
e7b97785c0393ba,What color is the surface the plate is on,white,blue
e7b97785c0393ba,Where is the white powder located,on top,dusted
e7b97785c0393ba,What is pooled around the base of the French toast,syrup,golden-brown
a61dbb321d47ac1,What shape are the eggplant balls,round,pale
a61dbb321d47ac1,What type of vegetable are the balls made of,eggplant,squash
a61dbb321d47ac1,What color is the cheese sprinkled on the eggplant balls,white,pale
a61dbb321d47ac1,Where is one of the eggplant balls located in the image,in the top-center,located
ee13d5a702f7c8f,What vegetable is used to make the rollatini,eggplant,potatoes
ee13d5a702f7c8f,What color is the tomato sauce,red,red
ee13d5a702f7c8f,Where is the tomato sauce located,on top of,on top of
21a17e4674852b9,What color is the top empanada,golden-brown,off the plate
21a17e4674852b9,What type of food is shown in the image,empanada,fajitas
21a17e4674852b9,What color is the plate or napkin,white,mauve-colored
21a17e4674852b9,Where is the empanada on the right edge placed,on a patterned napkin,rim
ad588d1b60cf200,What is the texture of the enchiladas,creamy,golden-brown
ad588d1b60cf200,What color are the enchiladas,yellow,golden-brown
ad588d1b60cf200,Where are the diced tomatoes located,scattered across,scattered among
ad588d1b60cf200,What color are the diced tomatoes,red,red
ad588d1b60cf200,Where does the reddish sauce appear,peeks,glossy
88b5d3061ab9e04,What color is the majority of the popcorn,white,white
88b5d3061ab9e04,What type of food is shown in the image,popcorn,fajitas
88b5d3061ab9e04,Is the popcorn spilling out of the container,spilling out,spilling out of
88b5d3061ab9e04,What color are some of the darker popcorn pieces,brown,brown
88b5d3061ab9e04,Is the popcorn cup tilted to one side,tilted,spilling
6f5bf99a67539bb,What color is some of the popcorn,red,brown
6f5bf99a67539bb,What type of food is shown in the image,popcorn,fajitas
6f5bf99a67539bb,What flavor does the popcorn suggest,peppermint,cinnamon-sugar
6f5bf99a67539bb,What is the bowl made of,glass,glass
6f5bf99a67539bb,Where is the popcorn located,in a bowl,pastel
4209d484eabbd49,What color is the bowl,blue,dark brown
4209d484eabbd49,What is the popcorn served in,bowl,bowl
4209d484eabbd49,What is the primary color of the popcorn,white,pastel
9fa6ee09dafbefd,What type of diet do these jalapeño poppers cater to,keto,vegan
9fa6ee09dafbefd,What are the jalapeño poppers called,poppers,on a
9fa6ee09dafbefd,What color are the jalapeños,green,green
9fa6ee09dafbefd,What color is the filling inside the jalapeño poppers,white,white
9fa6ee09dafbefd,Where are the jalapeño poppers placed,on a black metal rack,on a
f10fc233eb96b8e,What color is the bowl holding the poppers,gray,green
