Image,Image description
357cb205478e4ab,"The corn and kale salad is centrally located on a white plate. The corn kernels are bright yellow and are mixed throughout the salad. The kale is a dark green color and appears in small, curly pieces interspersed with the corn and red bell pepper. Red bell pepper is present as well, which is diced into small cubes and scattered throughout the salad."
7e544e038349ef5,"The Harvest Salmon Bowl features a piece of salmon that is orange-pink, located centrally in the bowl. Above the salmon is quinoa that is speckled with white, beige and brown and dotted with red cranberries. Scattered on top of the salmon are white crumbles and green pistachio pieces. Below the salmon is a mixture of dark green broccoli and light green brussel sprouts, some scattered with cranberries and white crumbles."
5489fb5f536bce1,"A salmon fillet, featuring a light pink flesh with a browned and seasoned top, sits on a white plate. Beside it, a cluster of bright green string beans is piled. A wedge of yellow lemon sits at the edge of the beans, closest to the viewer. The salmon is positioned at the bottom-center of the plate, while the beans are situated above it, slightly to the left. The lemon wedge is to the left of the beans and above the salmon."
c78989004a6dd69,"On a light green plate, there is a piece of orange salmon, topped with bright green sprouts. Beside the salmon are green beans, orange carrot slices, and light-brown mushrooms. There is a glass of chopped greens in the lower right of the frame."
8c1e458b5607889,"The smoked salmon canapés are arranged on a blue plate. Each canapé consists of a round, golden-brown bread base topped with a layer of white cream cheese or similar spread. A slice of pinkish-orange smoked salmon sits on top of the cream cheese. Finally, a dollop of greenish-brown relish or chopped herb mixture is placed on top of the salmon. The canapés are scattered across the plate, with some overlapping slightly."
b0642a7ff0126d6,"Two pieces of salmon with asparagus are arranged on a tan sheet. The salmon pieces are pinkish-orange and lie diagonally on the sheet, covered with white crumbles and dark purple bits. The asparagus spears are bright green, some with darker tips, and are scattered around the salmon, some running parallel and others perpendicular to the salmon pieces."
e4a50bb6f44c7e1,"The image showcases several pieces of Easy Lemon Pepper Blackened Salmon on a dark tray. The salmon pieces exhibit a cooked exterior, with a gradient of color ranging from a light pinkish-orange to a darker, slightly browned hue, particularly along the edges. Specks of black pepper and green herbs are visible on the surface of the salmon. The largest salmon piece is centrally located and slightly angled, showing a portion of the white flesh. To the left of the central piece, there's another salmon piece, while two pieces are on the top of the tray. Another salmon piece is on the lower-left corner. A small piece of salmon is at the top right corner. The salmon pieces appear to be nestled within a thin layer of oil or cooking juices, with a greenish tint near some of the salmon pieces."
cac6d10458f4e1d,"The Salmon with Pomegranate Glaze appears as two pieces on a yellow plate. The larger piece is located on the right side of the plate and has a golden-brown color with darker spots and a slightly burnt edge on its upper-right corner. The smaller piece is positioned on the left of the plate, adjacent to the larger piece, and also exhibits a golden-brown hue with visible cooked flesh on its left side. Both pieces are speckled with black pepper."
97eacb5b116bb13,"The orange roasted salmon appears golden-brown with some darker brown specks, seasoned with bits of green herbs and dark seasonings. On top of the salmon fillet are four orange slices, vibrant orange in color, arranged in a row from the top left corner to the bottom right corner. The salmon sits on a sheet of silver foil."
8b0f968152fdbd3,"The salmon fillet, glazed in a maple-bourbon sauce, is a prominent orange-brown color and sits on top of a bed of light-yellow noodles and white rice in the center-right of the plate.  The asparagus is bright green, and rests to the left of the noodles and rice, extending towards the edge of the plate."
9bed5f2754e1d9c,"The Spicy Honey-Chipotle Salmon Bowl contains salmon, rice, sweet potato, green beans, spinach and pecans. Two pieces of salmon, with a light pink color and grill marks, are placed at the center of the bowl. The rice is off-white, scattered around the salmon pieces. Cubes of orange sweet potato are distributed around the rice. The green beans, which are bright green and elongated, are mixed with the rice and sweet potato. Dark green spinach leaves are visible mostly on the left side, underneath the salmon and mixed with the other ingredients. Brown pecans are scattered throughout the bowl."
7b0210017aec1a1,"The image displays a plate of food with three distinct components.  On the left, there is a mound of white rice, appearing fluffy and steamed. Adjacent to the rice, occupying the upper right quadrant, is a pile of dark green collard greens, interspersed with lighter yellow-brown stems and possibly a few red pepper flakes.  The lower half of the image is dominated by a large piece of salmon, with a glaze that gives it a vibrant orange color. The salmon appears slightly darker at the edges, indicating where the glaze has caramelized during cooking."
