Image,Question,Answer,Predict
6dc09e0f572307d,What color is the Dorothy Lynch Style Salad Dressing,orange-red,orange
6dc09e0f572307d,What does the Dorothy Lynch Style Salad Dressing do to the pitcher,fills,thickening the liquid
6dc09e0f572307d,What is the container for the Dorothy Lynch Style Salad Dressing,pitcher,"glass bottle, plastic bottle"
6dc09e0f572307d,What color is the surface under the pitcher,white,white
6dc09e0f572307d,Where are the green leaves located relative to the pitcher,to the bottom left,to the left
2c45c0f2dbad7eb,What color is the bottom layer of the dressing,yellow,yellowish tint
2c45c0f2dbad7eb,What type of container is the dressing stored in,jar,jar
2c45c0f2dbad7eb,What is the texture of the bottom layer of the dressing,creamy,creamy
2c45c0f2dbad7eb,What color is the top layer of the dressing,greenish,light yellow color
2c45c0f2dbad7eb,Where is the jar of dressing placed,on a red surface,on a red
5d5b67e2f56a8dc,What is the texture of the drumsticks' skin,crispy,crispy
5d5b67e2f56a8dc,What part of the chicken is shown in the image,drumsticks,drumsticks
5d5b67e2f56a8dc,What color is the plate,white,white
5d5b67e2f56a8dc,What color is the checkered cloth in the background,blue,blue
5d5b67e2f56a8dc,Where are the drumsticks placed,on a plate,on a plate
5d7534e55a162f9,What is the purpose of the plate in the image,decorative,decorative
5d7534e55a162f9,What type of meat is shown in the image,drumsticks,shape and size
5d7534e55a162f9,What color is the drumstick on the left,pinkish-tan,no
5d7534e55a162f9,Where is the first drumstick positioned,on the left,on the left
5d7534e55a162f9,What color are the sage leaves,green,green
64323bbbf31a300,What color is the duck,pink,pinkish-white color
64323bbbf31a300,What type of meat is shown,duck,pink color
64323bbbf31a300,How is the duck prepared,sliced,pink color
64323bbbf31a300,What color is the apple dressing,yellow,yellow
64323bbbf31a300,Where is the small ball of dressing located,to the left,to the left
ab19ecd247fdabc,What is the name of the dish in the center of the plate,Duck Adobo,"dish, brown"
ab19ecd247fdabc,What is the glossy sauce doing to the rice,covering,"glossy, sticky"
ab19ecd247fdabc,What color is the rice under the Duck Adobo,white,white
ab19ecd247fdabc,How does the sauce on the Duck Adobo appear,glossy,glossy
ab19ecd247fdabc,Where is the Duck Adobo located on the plate,in the center,in the
08ca42fdeb64a9b,What color is the skin of the roasted duck,brown,brown
08ca42fdeb64a9b,What type of meat is being served,duck,chicken
08ca42fdeb64a9b,How would you describe the texture of the duck skin,crispy,crispy
08ca42fdeb64a9b,What color are the rosemary leaves,green,green
08ca42fdeb64a9b,Where is the roasted duck presented,on an oval platter,on a white
e0039d104925b12,What color are the dumplings,golden-brown,brown
e0039d104925b12,What type of food is shown in the image,dumplings,food
e0039d104925b12,What material is the baking pan made of,metal,durable and resistant material
e0039d104925b12,Where are the dumplings arranged,in a metal baking pan,in a baking
e0039d104925b12,What color is the syrupy liquid,amber,amber
703a17269805495,What color is the yolk of the foremost egg slice,yellow,yellow
703a17269805495,What is the main ingredient of the slices,egg,eggs
703a17269805495,Where are the small brown and red flecks located,sprinkled on,sprinkled on
703a17269805495,What color is the white ring around the yolk,white,white
703a17269805495,What is the appearance of the white ring around the yolk,translucent,clear liquid
e7b97785c0393ba,What color is the surface of the French toast,golden-brown,golden brown
e7b97785c0393ba,What type of French toast is shown in the image,eggnog,sweetened
e7b97785c0393ba,What color is the surface the plate is on,white,white
e7b97785c0393ba,Where is the white powder located,on top,on top
e7b97785c0393ba,What is pooled around the base of the French toast,syrup,maple syrup
a61dbb321d47ac1,What shape are the eggplant balls,round,round
a61dbb321d47ac1,What type of vegetable are the balls made of,eggplant,vegetable
a61dbb321d47ac1,What color is the cheese sprinkled on the eggplant balls,white,white
a61dbb321d47ac1,Where is one of the eggplant balls located in the image,in the top-center,in the center
ee13d5a702f7c8f,What vegetable is used to make the rollatini,eggplant,eggplant
ee13d5a702f7c8f,What color is the tomato sauce,red,red
ee13d5a702f7c8f,Where is the tomato sauce located,on top of,on the plate
21a17e4674852b9,What color is the top empanada,golden-brown,light brown
21a17e4674852b9,What type of food is shown in the image,empanada,empanadas
21a17e4674852b9,What color is the plate or napkin,white,white
21a17e4674852b9,Where is the empanada on the right edge placed,on a patterned napkin,on a patterned napkin
ad588d1b60cf200,What is the texture of the enchiladas,creamy,creamy
ad588d1b60cf200,What color are the enchiladas,yellow,yellow
ad588d1b60cf200,Where are the diced tomatoes located,scattered across,located on top
ad588d1b60cf200,What color are the diced tomatoes,red,red
ad588d1b60cf200,Where does the reddish sauce appear,peeks,reddish
88b5d3061ab9e04,What color is the majority of the popcorn,white,white
88b5d3061ab9e04,What type of food is shown in the image,popcorn,popcorn
88b5d3061ab9e04,Is the popcorn spilling out of the container,spilling out,spilling out
88b5d3061ab9e04,What color are some of the darker popcorn pieces,brown,brown
88b5d3061ab9e04,Is the popcorn cup tilted to one side,tilted,tilted
6f5bf99a67539bb,What color is some of the popcorn,red,Green
6f5bf99a67539bb,What type of food is shown in the image,popcorn,popcorn
6f5bf99a67539bb,What flavor does the popcorn suggest,peppermint,festive holiday flavor
6f5bf99a67539bb,What is the bowl made of,glass,glass
6f5bf99a67539bb,Where is the popcorn located,in a bowl,in a bowl
4209d484eabbd49,What color is the bowl,blue,blue
4209d484eabbd49,What is the popcorn served in,bowl,bowl
4209d484eabbd49,What is the primary color of the popcorn,white,white
9fa6ee09dafbefd,What type of diet do these jalapeño poppers cater to,keto,keto
9fa6ee09dafbefd,What are the jalapeño poppers called,poppers,poppers
9fa6ee09dafbefd,What color are the jalapeños,green,green
9fa6ee09dafbefd,What color is the filling inside the jalapeño poppers,white,light-colored
9fa6ee09dafbefd,Where are the jalapeño poppers placed,on a black metal rack,black metal
f10fc233eb96b8e,What color is the bowl holding the poppers,gray,gray
f10fc233eb96b8e,What type of food is shown in the image,poppers,food
f10fc233eb96b8e,How are the poppers presented,wrapped,"brown, black"
f10fc233eb96b8e,What color are the stems of some jalapenos,green,green
5870b784e4b8bbc,What color are the jalapeños,green,green
5870b784e4b8bbc,What type of pepper is used in the poppers,jalapeño,jalapeño
5870b784e4b8bbc,What is wrapped around the jalapeños,bacon,bacon
5870b784e4b8bbc,Where are the jalapeño poppers placed,on a white plate,on a white plate
5870b784e4b8bbc,How does the bacon appear,crisp,"crispy, golden"
964fde4c4f698ab,What color are the jalapeño poppers,green,green
964fde4c4f698ab,What type of food is shown in the image,poppers,poppers
964fde4c4f698ab,What is the filling inside the jalapeño poppers,cream cheese,cream cheese
964fde4c4f698ab,What color is the shredded cheese on top of the cream cheese,orange,orange
0d41621d7097dac,What color are the butternut squash chunks,white,orange
0d41621d7097dac,What type of meat is mixed with the posole,chicken,chicken
0d41621d7097dac,What color are the butternut squash chunks,orange,orange
0d41621d7097dac,Where are the parsley leaves and shredded cheese placed,on top,on top
0d41621d7097dac,What color is the tortilla,brown,brown
168e13ac82b3814,What color are the mashed potatoes,light,white
168e13ac82b3814,What is the main ingredient in the dish,potatoes,potatoes
168e13ac82b3814,What color is the bowl,black,black
168e13ac82b3814,Where is the green leaf located,at the center,in the middle
b99d79351a4c043,What is the main ingredient in the dish,potatoes,potatoes
b99d79351a4c043,What color are the potatoes,brown,brown
b99d79351a4c043,What color is the sauce coating the potatoes,reddish-brown,reddish-brown
b99d79351a4c043,What is the texture of the sauce on the potatoes,coated,"smooth, velvety"
b99d79351a4c043,Where are the potatoes placed,on the plate,on the plate
9f45ef995126187,What color are the air fryer breakfast potatoes,yellow,golden brown color
9f45ef995126187,What type of food are the air fryer breakfast potatoes,potatoes,potatoes
9f45ef995126187,How are the edges of the air fryer breakfast potatoes described,crispy,crispy
9f45ef995126187,What utensil is placed on the left of the air fryer breakfast potatoes,fork,fork
9f45ef995126187,Where is the fork placed in relation to the air fryer breakfast potatoes,on the left,left
96e156d64e6fb9f,What type of seasoning is used on the potatoes,spiced,None
96e156d64e6fb9f,What is the main ingredient in the dish,potatoes,potatoes
96e156d64e6fb9f,What color are the potatoes,yellowish-tan,light brown color
96e156d64e6fb9f,Where are the potatoes located in the image,across the entire image,entire image
96e156d64e6fb9f,What color are some of the potato pieces due to the spices,brown,brown
2b756defc8abb5d,What type of vegetable is shown in the image,potato,potato
2b756defc8abb5d,What color are the potato wedges,yellow,golden brown
2b756defc8abb5d,How are the parsley leaves arranged in the dish,scattered,scattered
2b756defc8abb5d,What cooking method gives the potato wedges a deeper brown color,roasting,baking
2b756defc8abb5d,Where are the potato wedges located,in the dish,in the
27c2a182df0a9c5,What color is the crust of the potato on the left,brown,brown
27c2a182df0a9c5,What is the main ingredient in the dish,potatoes,potato
27c2a182df0a9c5,What color are the herbs on top of the potatoes,green,green
27c2a182df0a9c5,Where are the green herbs located,on top,on top
27c2a182df0a9c5,What pattern is visible on the backdrop,checkered,checkered
594dddaf6053392,What color is the base of the pralines,light brown,light brown
594dddaf6053392,What type of food is scattered on the plate,pralines,pralines
594dddaf6053392,What color are the pecans on top of the pralines,reddish-brown,brown color
594dddaf6053392,Where are the pralines placed,on a plate,on a plate
594dddaf6053392,Is the small portion of the praline at the top right corner visible,visible,visible
f752fd3ed5939df,What color is the plate,white,white
f752fd3ed5939df,What type of seafood is shown in the image,prawns,shrimp
f752fd3ed5939df,What color are the prawn tails,orange-brown,orange
f752fd3ed5939df,Where are the prawns placed,on a plate,on a plate
d1e6cc204da0a91,What is the base color of the pudding,beige,white
d1e6cc204da0a91,What is the name of the dessert in the image,pudding,creamy
d1e6cc204da0a91,What spice is sprinkled on top of the pudding,cinnamon,cinnamon
d1e6cc204da0a91,What color is the cinnamon on top of the pudding,brown,brown
547d8a5e2a6c1c7,What is the primary color of the pudding,golden-yellow,yellow
547d8a5e2a6c1c7,What type of dish is shown in the image,pudding,pudding
547d8a5e2a6c1c7,What is the texture of the custard-like substance,creamy,creamy
547d8a5e2a6c1c7,Where is the pudding placed,on a white plate,on a white plate
547d8a5e2a6c1c7,What ingredient is visible within the pudding,corn,corn
5101ecc1b650286,What color is the plate,white,white
5101ecc1b650286,What color is the bun's outer shell,tan,golden brown
5101ecc1b650286,What is the pale yellow part of the bun,filling,filling
5101ecc1b650286,How does the bun's outer shell appear,cracked,rough
5101ecc1b650286,Where are the crumbs located,to the left,to the left
655048ef177156b,What color is the base of each loaf,yellow,white
655048ef177156b,What are the baked goods in the image called,loaves,baked goods
655048ef177156b,What color is the swirl on top of each loaf,brown,brown
655048ef177156b,Where is the brown swirl located on each loaf,on top,on top
655048ef177156b,What is the appearance of each loaf described as,mottled,visually appealing
3a3da3679ddc0e2,What color is the pumpkin puree,orange,yellow-orange color
3a3da3679ddc0e2,What is the pumpkin puree served in,bowl,bowl
3a3da3679ddc0e2,Does the pumpkin puree fill the bowl,fills,filled
