Image,Question,Answer,Predict
168e13ac82b3814,What is the main ingredient in the dish,potatoes,main ingredient
168e13ac82b3814,What color is the bowl,black,black
168e13ac82b3814,Where is the green leaf located,at the center,the center
b99d79351a4c043,What is the main ingredient in the dish,potatoes,potatoes
b99d79351a4c043,What color are the potatoes,brown,brown
b99d79351a4c043,What color is the sauce coating the potatoes,reddish-brown,brown
b99d79351a4c043,What is the texture of the sauce on the potatoes,coated,"sticky, thick"
b99d79351a4c043,Where are the potatoes placed,on the plate,on the plate
9f45ef995126187,What color are the air fryer breakfast potatoes,yellow,golden brown
9f45ef995126187,What type of food are the air fryer breakfast potatoes,potatoes,potatoes
9f45ef995126187,How are the edges of the air fryer breakfast potatoes described,crispy,crispy
9f45ef995126187,What utensil is placed on the left of the air fryer breakfast potatoes,fork,fork
9f45ef995126187,Where is the fork placed in relation to the air fryer breakfast potatoes,on the left,to the left
96e156d64e6fb9f,What type of seasoning is used on the potatoes,spiced,seasoned
96e156d64e6fb9f,What is the main ingredient in the dish,potatoes,potatoes
96e156d64e6fb9f,What color are the potatoes,yellowish-tan,golden brown
96e156d64e6fb9f,Where are the potatoes located in the image,across the entire image,entire image
96e156d64e6fb9f,What color are some of the potato pieces due to the spices,brown,darker brown
2b756defc8abb5d,What type of vegetable is shown in the image,potato,potato
2b756defc8abb5d,What color are the potato wedges,yellow,golden brown
2b756defc8abb5d,How are the parsley leaves arranged in the dish,scattered,scattered
2b756defc8abb5d,What cooking method gives the potato wedges a deeper brown color,roasting,roasting
2b756defc8abb5d,Where are the potato wedges located,in the dish,wooden
27c2a182df0a9c5,What color is the crust of the potato on the left,brown,brown
27c2a182df0a9c5,What is the main ingredient in the dish,potatoes,main
27c2a182df0a9c5,What color are the herbs on top of the potatoes,green,green
27c2a182df0a9c5,Where are the green herbs located,on top,on top
27c2a182df0a9c5,What pattern is visible on the backdrop,checkered,checkered
594dddaf6053392,What color is the base of the pralines,light brown,golden brown color
594dddaf6053392,What type of food is scattered on the plate,pralines,sweet
594dddaf6053392,What color are the pecans on top of the pralines,reddish-brown,light brown color
594dddaf6053392,Where are the pralines placed,on a plate,on a plate
594dddaf6053392,Is the small portion of the praline at the top right corner visible,visible,visible
f752fd3ed5939df,What color is the plate,white,white
f752fd3ed5939df,What type of seafood is shown in the image,prawns,shrimp
f752fd3ed5939df,What color are the prawn tails,orange-brown,reddish-orange
f752fd3ed5939df,Where are the prawns placed,on a plate,on a plate
d1e6cc204da0a91,What is the base color of the pudding,beige,"white, brown, darker"
d1e6cc204da0a91,What is the name of the dessert in the image,pudding,dessert
d1e6cc204da0a91,What spice is sprinkled on top of the pudding,cinnamon,cinnamon
d1e6cc204da0a91,What color is the cinnamon on top of the pudding,brown,brown
547d8a5e2a6c1c7,What is the primary color of the pudding,golden-yellow,yellow
547d8a5e2a6c1c7,What type of dish is shown in the image,pudding,creamy
547d8a5e2a6c1c7,What is the texture of the custard-like substance,creamy,creamy
547d8a5e2a6c1c7,Where is the pudding placed,on a white plate,a plate
547d8a5e2a6c1c7,What ingredient is visible within the pudding,corn,corn
5101ecc1b650286,What color is the plate,white,white
5101ecc1b650286,What color is the bun's outer shell,tan,golden brown
5101ecc1b650286,What is the pale yellow part of the bun,filling,filling
5101ecc1b650286,How does the bun's outer shell appear,cracked,crisp
5101ecc1b650286,Where are the crumbs located,to the left,small
655048ef177156b,What color is the base of each loaf,yellow,yellow
655048ef177156b,What are the baked goods in the image called,loaves,baked
655048ef177156b,What color is the swirl on top of each loaf,brown,brown
655048ef177156b,Where is the brown swirl located on each loaf,on top,in the center
655048ef177156b,What is the appearance of each loaf described as,mottled,black plastic
3a3da3679ddc0e2,What color is the pumpkin puree,orange,orange
3a3da3679ddc0e2,What is the pumpkin puree served in,bowl,bowl
3a3da3679ddc0e2,Does the pumpkin puree fill the bowl,fills,fills
3a3da3679ddc0e2,Is the pumpkin puree thick,thick,thick
3a3da3679ddc0e2,Where is the pumpkin puree mounded,in the center,in a decorative
15ce12b2011c706,What color is the bowl,white,white
15ce12b2011c706,What is the first container,bowl,bowl
15ce12b2011c706,What color is the liquid in the white bowl,beige,beige
15ce12b2011c706,Where is the transparent bathtub-shaped glass located,at the bottom,bottom
a1f27fd1ff6d6de,What material are the glasses made of,glasses,glasses
a1f27fd1ff6d6de,What is the board made of,wooden,wooden
a1f27fd1ff6d6de,What color are the lime slices,green,green
a1f27fd1ff6d6de,Where are the glasses placed,on a wooden board,on a wooden board
8b85ed897a11006,What is the punch served in on the lower left of the image,mug,mug
8b85ed897a11006,What color is the punch in the clear glass mug,red,reddish
87ae3f463235ec8,What color are the Honduran Quesadillas on top,brown,golden brown
87ae3f463235ec8,What type of food is shown in the image,quesadillas,sweet baked treat
87ae3f463235ec8,What color is the top of the Honduran Quesadillas,golden,golden
87ae3f463235ec8,Where are the Honduran Quesadillas located,on top,in a glass
34a7280a47e87fe,What color is the parchment paper,brown,brown
34a7280a47e87fe,What type of food is shown in the image,quesadillas,quesadillas
34a7280a47e87fe,What color is the andouille sausage,red-orange,reddish-brown color
34a7280a47e87fe,Where is the sour cream and parsley located,on top,on top
34a7280a47e87fe,What color is the melted cheese,yellow,golden brown
fd753b15d1d0a45,What type of cheese is the queso made with,queso,queso
fd753b15d1d0a45,How does the queso appear on the chips,melted,creamy
fd753b15d1d0a45,What is the texture of the queso,creamy,creamy
fd753b15d1d0a45,Where is the queso drizzled over,over a pile,over a pile
fd753b15d1d0a45,What is the queso coating,chips,chips
797b3a03ee421d6,What color is the crust of the quiche,golden-brown,golden brown
797b3a03ee421d6,What color are the broccoli florets in the quiche,green,green
797b3a03ee421d6,Where is the slice of quiche positioned,on a white plate,on a white plate
4de000c2cae8ec6,How would you describe the ingredients in the soup,colorful,colorful
4de000c2cae8ec6,What type of soup is shown in the image,soup,soup
4de000c2cae8ec6,What color are the carrot pieces in the soup,orange,orange
4de000c2cae8ec6,Where are the red tomato chunks mainly located,on the right,in the
4de000c2cae8ec6,What is sprinkled across the surface of the soup,sprinkled,green
ea990353528fe56,What color is the quinoa besides brown,reddish-brown,brown
ea990353528fe56,What is the main ingredient in the dish,quinoa,quinoa
ea990353528fe56,What does the quinoa do in the bowl,fills,"likely, various, different, specific, plain"
ea990353528fe56,What color is the garnish in the center,green,green
ea990353528fe56,Where is the green garnish located,in the center,white
5392f467220fdbd,What gives the dish a creamy yellow hue,cheesy,creamy yellow
5392f467220fdbd,What is the main grain in the dish,quinoa,quinoa
5392f467220fdbd,What color is the quinoa,yellow,colors
5392f467220fdbd,What color are the broccoli pieces,green,green
a84bf6988435e9d,What does the quinoa do in the image,fills,nutritional
a84bf6988435e9d,What is the main grain in the dish,quinoa,quinoa
a84bf6988435e9d,What color is the quinoa,beige,white
a84bf6988435e9d,What color are the pieces of kale,green,green
a84bf6988435e9d,Where are the pieces of kale located,within the quinoa,the quinoa
60ba3bf86baa0b8,What is the main grain in the dish,quinoa,quinoa
60ba3bf86baa0b8,What color is the cabbage,red,colorful
60ba3bf86baa0b8,Where is the quinoa mixture,in,in
07c95622876fe96,What color are the radishes in the image,pink,pink
07c95622876fe96,What type of vegetable is featured in the image,radishes,red
07c95622876fe96,What is the radish pile placed in,bowl,bowl
07c95622876fe96,What color is the spoon in the image,silver,silver
07c95622876fe96,Where is the concentration of radish slices located in the bowl,in the bottom center,in the center
7f739d8ffdd41f3,What color are the sautéed radish greens,dark green,green
7f739d8ffdd41f3,What vegetable has a purple outer ring and a white center,radish,radishes
7f739d8ffdd41f3,What color is the outer ring of the radish slices,purple,purple
7f739d8ffdd41f3,Where are the radish greens distributed,distributed throughout,distributed throughout
7f739d8ffdd41f3,What ingredient is scattered throughout the dish in crumbles,cheese,cheese
33b96dcfe6d4d33,What color are the daikon radish pieces,white,white
33b96dcfe6d4d33,What type of vegetable are the white pieces,radish,radish
33b96dcfe6d4d33,How are the daikon radish pieces arranged in the dish,dispersed,visually appealing
33b96dcfe6d4d33,What color are the carrot pieces,orange,orange
33b96dcfe6d4d33,Where are most of the carrot pieces located,at the bottom,white
0bcda430641db62,What color is the pie crust,golden-brown,golden brown
0bcda430641db62,What type of food is shown in the image,pie,pie
0bcda430641db62,What material is the pie tin made of,silver,shiny
0bcda430641db62,What ingredient is visible through the cutouts in the star crust,raisins,dark fruit
133544b12f11fe8,What color is the pie crust,golden brown,golden brown
133544b12f11fe8,What type of dessert is shown in the image,pie,pie
133544b12f11fe8,What color is the meringue on top of the pie,white,"light, creamy"
133544b12f11fe8,Where is the meringue located on the pie,on top,on top
133544b12f11fe8,What is the topping on the pie called,meringue,meringue
9e015333bc6e4a5,What color are the chopped onions on top of the ramen,green,green
9e015333bc6e4a5,What is the ramen served in,bowl,bowl
9e015333bc6e4a5,What type of noodles are in the bowl,ramen,ramen
9e015333bc6e4a5,Where is the fried egg located in the bowl,on top,on top
ba3faccb0397e1d,What is the main flavor of the noodles,cheesy,"spicy, red"
ba3faccb0397e1d,What type of food is shown in the bowl,noodles,noodles
ba3faccb0397e1d,What color are the noodles,yellow,yellow
ba3faccb0397e1d,Where is the chili oil mixture placed,on top,small
ba3faccb0397e1d,What is scattered on top of the noodles,scallions,green
f1bb196371ea8a6,What color is the bowl,white,white
f1bb196371ea8a6,What is the ramen served in,bowl,bowl
f1bb196371ea8a6,What color are the ramen noodles,yellow,yellow
f1bb196371ea8a6,Where are the egg halves located,on top,on top
f1bb196371ea8a6,What color are the red pepper strips,red,red
9a226b3b99e85d3,What color are the noodles in the bowl,yellow,white
9a226b3b99e85d3,What is the Top Ramen served in,bowl,bowl
9a226b3b99e85d3,What is scattered on top of the noodles,scallions,green
9a226b3b99e85d3,What color are the scallions on top of the noodles,green,green
9a226b3b99e85d3,Where are the scallions located on the noodles,on top of,on top of
5688b99c7513d35,What is the condition of the turnovers,fresh,freshly baked
5688b99c7513d35,What type of pastries are shown,turnovers,savory or sweet
5688b99c7513d35,What color is the plate,white,white
5688b99c7513d35,What color is the raspberry filling,red,vibrant red color
5688b99c7513d35,Where are the turnovers located,on a plate,on a plate
cd33f15258660af,What color is the raspberry coulis,red,vibrant red color
cd33f15258660af,What type of container holds the raspberry coulis,pitcher,pitcher
cd33f15258660af,What material is the surface made of,wooden,wooden
cd33f15258660af,Where is the pitcher placed,on the wooden surface,wooden surface
b94f18f8c120bfb,What color is the ravioli pasta,yellow,yellow
b94f18f8c120bfb,What is happening to the edges of the ravioli,browning,soggy
b94f18f8c120bfb,What type of meat is included in the dish,chicken,chicken
b94f18f8c120bfb,What is the texture of the alfredo sauce,creamy,creamy
b94f18f8c120bfb,Where is the ravioli located in the dish,at the bottom,in the dish
c5f6a8461d681c2,Is the hot dog served hot,hot,hot
c5f6a8461d681c2,Where are the onions placed on the hot dog,on top of,on the
c5f6a8461d681c2,What is on top of the hot dog,onions,vegetables
80447800af4a3dd,What is the predominant color of the relish,red,red
